amfi_code,date,nav
101207,2024-07-08,61.3562
101207,2024-07-10,69.0095
101207,2024-07-11,77.1487
101207,2024-08-01,58.6726
101207,2024-08-02,60.1526
101207,2024-08-03,62.7051
101207,2024-08-04,60.5072
101207,2024-08-05,64.5314
101207,2024-08-07,65.2101
101207,2024-08-08,60.196
101207,2024-08-10,67.4951
101207,2024-08-11,78.1011
101207,2024-09-01,59.6211
101207,2024-09-02,60.276
101207,2024-09-04,59.1269
101207,2024-09-05,64.3985
101207,2024-09-07,63.7613
101207,2024-09-08,59.1254
101207,2024-09-09,63.8813
101207,2024-09-10,69.4227
101207,2024-09-12,72.4248
101207,2024-10-01,59.9575
101207,2024-10-04,58.8199
101207,2024-10-05,66.0642
101207,2024-10-06,66.5441
101207,2024-10-07,63.0658
101207,2024-10-09,64.2215
101207,2024-10-10,70.1629
101207,2024-10-12,69.3948
101207,2024-11-01,59.2162
101207,2024-11-03,62.5026
101207,2024-11-04,57.2903
101207,2024-11-06,66.8183
101207,2024-11-07,62.5929
101207,2024-11-09,63.4791
101207,2024-11-10,70.4244
101207,2024-11-11,75.1639
101207,2024-11-12,69.2445
101207,2024-12-01,58.6979
101207,2024-12-02,59.4213
101207,2024-12-03,62.2909
101207,2024-12-04,58.5514
101207,2024-12-06,66.309
101207,2024-12-07,61.5885
101207,2024-12-08,57.6162
101207,2024-12-09,63.9328
101207,2024-12-11,74.4552
101207,2024-12-12,68.8945
101207,2025-01-01,69.1474
101207,2025-01-04,71.9544
101207,2025-01-05,71.7029
101207,2025-01-07,67.3627
101207,2025-01-08,62.1854
101207,2025-01-09,65.3954
101207,2025-01-10,61.2132
101207,2025-01-12,67.4322
101207,2025-02-01,70.5599
101207,2025-02-04,72.4714
101207,2025-02-05,73.4052
101207,2025-02-06,69.9104
101207,2025-02-07,65.6091
101207,2025-02-09,65.281
101207,2025-02-10,61.8167
101207,2025-02-12,68.3822
101207,2025-03-01,71.1111
101207,2025-03-02,75.4314
101207,2025-03-03,77.5846
101207,2025-03-04,71.9683
101207,2025-03-06,71.9666
101207,2025-03-07,66.3498
101207,2025-03-09,64.0349
101207,2025-03-10,61.3588
101207,2025-03-11,62.8531
101207,2025-03-12,67.1534
101207,2025-04-02,74.8871
101207,2025-04-03,77.9879
101207,2025-04-04,72.4336
101207,2025-04-06,71.7516
101207,2025-04-07,65.159
101207,2025-04-08,61.7833
101207,2025-04-09,65.6869
101207,2025-04-11,63.7219
101207,2025-04-12,66.1193
101207,2025-05-02,75.0452
101207,2025-05-03,76.2075
101207,2025-05-05,72.9019
101207,2025-05-06,72.1391
101207,2025-05-08,60.3478
101207,2025-05-09,65.5058
101207,2025-05-11,63.9255
101207,2025-05-12,66.497
101207,2025-06-01,71.7411
101207,2025-06-02,74.5469
101207,2025-06-03,75.1667
101207,2025-06-05,72.5529
101207,2025-06-06,71.4796
101207,2025-06-08,60.8138
101207,2025-06-10,61.9485
101207,2025-06-11,62.2751
101207,2025-07-01,70.5784
101207,2025-07-02,77.2568
101207,2025-07-03,73.2541
101207,2025-07-04,70.345
101207,2025-07-05,73.5217
101207,2025-07-07,65.5345
101207,2025-07-08,60.2619
101207,2025-07-10,61.9791
101207,2025-07-11,62.3099
101207,2025-08-01,69.5216
101207,2025-08-04,70.7805
101207,2025-08-05,73.0784
101207,2025-08-07,65.1821
101207,2025-08-08,61.568
101207,2025-08-09,62.32
101207,2025-08-10,61.2118
101207,2025-08-12,65.7326
101207,2025-09-01,70.8545
101207,2025-09-04,71.6805
101207,2025-09-05,73.8335
101207,2025-09-06,71.0767
101207,2025-09-07,65.8477
101207,2025-09-09,62.5712
101207,2025-09-10,60.5352
101207,2025-09-12,66.6492
101207,2025-10-01,71.1885
101207,2025-10-02,76.8563
101207,2025-10-03,71.676
101207,2025-10-04,72.4465
101207,2025-10-06,71.5032
101207,2025-10-07,66.2547
101207,2025-10-09,63.1741
101207,2025-10-10,61.7919
101207,2025-10-11,64.0868
101207,2025-10-12,65.9198
101207,2025-11-02,75.6405
101207,2025-11-03,70.9963
101207,2025-11-04,72.2855
101207,2025-11-06,71.1921
101207,2025-11-07,66.0708
101207,2025-11-08,62.0956
101207,2025-11-09,62.8111
101207,2025-11-11,64.3657
101207,2025-11-12,66.2318
101207,2025-12-02,77.6243
101207,2025-12-03,72.953
101207,2025-12-05,75.2886
101207,2025-12-06,71.258
101207,2025-12-08,63.6702
101207,2025-12-09,61.5378
101207,2025-12-11,64.0411
101207,2025-12-12,66.633
101207,2026-01-01,63.6566
101207,2026-01-04,61.6463
101207,2026-01-05,53.5983
101207,2026-02-01,61.6355
101207,2026-02-02,60.8642
101207,2026-02-03,58.9307
101207,2026-02-04,59.6506
101207,2026-03-02,59.8706
101207,2026-03-03,58.3101
101207,2026-03-04,60.5685
101207,2026-04-02,60.1543
101207,2026-04-03,57.7928
101207,2026-04-05,53.3768
101207,2026-05-01,61.7181
101207,2026-05-02,59.8791
101207,2026-05-03,57.6785
101207,2026-05-05,52.4922
101207,2026-06-01,60.6918
101207,2026-06-02,59.6826
101207,2026-06-03,57.7988
101207,2026-06-04,58.8571
101207,2026-06-05,53.649
101207,2026-07-01,61.6716
101207,2026-07-04,57.4676
101207,2026-07-05,52.5744
101207,2026-08-01,62.1097
101207,2026-08-04,56.606
101207,2026-08-05,53.1445
101207,2026-09-01,62.2848
101207,2026-09-02,58.8801
101207,2026-09-03,57.8247
101207,2026-09-04,56.5684
101207,2026-10-02,58.9744
101207,2026-10-03,57.8734
101207,2026-10-04,55.1893
101207,2026-11-02,58.7244
101207,2026-11-03,56.4598
101207,2026-11-05,51.8695
101207,2026-12-01,61.7819
101207,2026-12-02,57.2762
101207,2026-12-03,58.6231
101207,2026-12-05,52.6707
101208,2022-01-02,312.866
101208,2022-01-03,314.8561
101208,2022-01-04,316.4123
101208,2022-01-06,319.8902
101208,2022-01-07,320.9753
101208,2022-01-08,323.4377
101208,2022-01-09,324.8481
101208,2022-01-11,328.4843
101208,2022-01-12,330.4042
101208,2022-02-02,312.8923
101208,2022-02-03,314.8476
101208,2022-02-05,318.492
101208,2022-02-06,319.8637
101208,2022-02-08,323.4325
101208,2022-02-09,325.1014
101208,2022-02-11,328.5823
101208,2022-02-12,330.3978
101208,2022-03-01,310.7415
101208,2022-03-02,312.9893
101208,2022-03-03,315.0794
101208,2022-03-05,318.5146
101208,2022-03-06,319.8577
101208,2022-03-08,323.4526
101208,2022-03-10,327.0211
101208,2022-03-11,328.6194
101208,2022-04-01,310.6977
101208,2022-04-02,313.1618
101208,2022-04-03,315.1994
101208,2022-04-04,316.6035
101208,2022-04-05,318.5332
101208,2022-04-07,321.0645
101208,2022-04-08,323.6101
101208,2022-04-10,326.9491
101208,2022-04-11,328.9029
101208,2022-05-01,310.8165
101208,2022-05-04,316.6844
101208,2022-05-05,318.5844
101208,2022-05-07,321.2748
101208,2022-05-08,323.6911
101208,2022-05-09,325.0615
101208,2022-05-10,327.136
101208,2022-05-12,330.6376
101208,2022-06-01,310.7719
101208,2022-06-04,316.8494
101208,2022-06-05,318.6601
101208,2022-06-06,319.8447
101208,2022-06-07,321.1674
101208,2022-06-09,325.1943
101208,2022-06-10,327.1312
101208,2022-06-12,330.6756
101208,2022-07-01,310.8388
101208,2022-07-02,312.9814
101208,2022-07-03,315.484
101208,2022-07-04,316.873
101208,2022-07-06,319.7875
101208,2022-07-07,321.2755
101208,2022-07-09,325.0961
101208,2022-07-10,327.2939
101208,2022-07-11,328.9239
101208,2022-07-12,330.8847
101208,2022-08-02,313.1535
101208,2022-08-03,315.5337
101208,2022-08-04,316.945
101208,2022-08-06,319.7738
101208,2022-08-07,321.3897
101208,2022-08-08,323.7783
101208,2022-08-09,325.1492
101208,2022-08-11,328.8994
101208,2022-08-12,331.2974
101208,2022-09-02,313.1796
101208,2022-09-03,315.4554
101208,2022-09-05,318.819
101208,2022-09-06,319.8363
101208,2022-09-08,323.8658
101208,2022-09-09,325.293
101208,2022-09-11,329.0681
101208,2022-09-12,331.2917
101208,2022-10-01,311.0533
101208,2022-10-02,313.2196
101208,2022-10-03,315.537
101208,2022-10-05,318.8767
101208,2022-10-06,319.7836
101208,2022-10-08,324.0631
101208,2022-10-10,327.2117
101208,2022-10-11,329.2496
101208,2022-11-01,311.1286
101208,2022-11-02,313.4697
101208,2022-11-03,315.4706
101208,2022-11-04,317.1879
101208,2022-11-05,318.9917
101208,2022-11-07,321.5052
101208,2022-11-08,323.9095
101208,2022-11-10,327.461
101208,2022-11-11,329.3377
101208,2022-12-01,311.1326
101208,2022-12-04,317.4249
101208,2022-12-05,319.0747
101208,2022-12-07,321.4251
101208,2022-12-08,324.0221
101208,2022-12-09,325.3739
101208,2022-12-10,327.5171
101208,2022-12-12,331.4129
101208,2023-01-02,334.9776
101208,2023-01-03,336.735
101208,2023-01-05,339.6299
101208,2023-01-06,341.3787
101208,2023-01-08,345.4614
101208,2023-01-09,346.7316
101208,2023-01-11,349.3898
101208,2023-01-12,351.7315
101208,2023-02-01,333.2238
101208,2023-02-02,335.1828
101208,2023-02-03,336.9259
101208,2023-02-05,339.7391
101208,2023-02-06,341.5379
101208,2023-02-08,345.3812
101208,2023-02-10,347.6371
101208,2023-02-11,349.374
101208,2023-03-01,333.505
101208,2023-03-02,335.3286
101208,2023-03-03,337.0489
101208,2023-03-04,337.769
101208,2023-03-05,339.6991
101208,2023-03-07,343.3227
101208,2023-03-08,345.5507
101208,2023-03-10,347.9442
101208,2023-03-11,349.5191
101208,2023-04-01,333.5363
101208,2023-04-04,337.91
101208,2023-04-05,339.7631
101208,2023-04-07,343.2747
101208,2023-04-08,345.5973
101208,2023-04-09,346.8603
101208,2023-04-10,348.0445
101208,2023-04-12,351.9236
101208,2023-05-01,333.6365
101208,2023-05-04,337.9381
101208,2023-05-05,339.8072
101208,2023-05-06,341.5733
101208,2023-05-07,343.4467
101208,2023-05-09,346.9958
101208,2023-05-10,348.177
101208,2023-05-12,352.1945
101208,2023-06-01,333.7022
101208,2023-06-02,335.6178
101208,2023-06-03,336.9595
101208,2023-06-04,338.0874
101208,2023-06-06,341.7055
101208,2023-06-07,343.5492
101208,2023-06-09,346.73
101208,2023-06-10,348.3024
101208,2023-06-11,349.792
101208,2023-06-12,352.3237
101208,2023-07-02,335.6947
101208,2023-07-03,337.0641
101208,2023-07-04,338.2792
101208,2023-07-06,341.6623
101208,2023-07-07,343.5886
101208,2023-07-08,345.5903
101208,2023-07-09,346.6431
101208,2023-07-11,350.0468
101208,2023-07-12,352.3863
101208,2023-08-02,335.6246
101208,2023-08-03,337.1944
101208,2023-08-05,339.7821
101208,2023-08-06,341.878
101208,2023-08-08,345.7225
101208,2023-08-09,346.6822
101208,2023-08-11,350.2058
101208,2023-08-12,352.3588
101208,2023-09-01,333.6719
101208,2023-09-02,335.7472
101208,2023-09-03,337.1669
101208,2023-09-05,339.9231
101208,2023-09-06,341.8351
101208,2023-09-08,345.9818
101208,2023-09-10,348.3031
101208,2023-09-11,350.2928
101208,2023-10-01,333.8173
101208,2023-10-02,335.8263
101208,2023-10-03,337.2404
101208,2023-10-04,338.4374
101208,2023-10-05,340.0723
101208,2023-10-07,343.5576
101208,2023-10-08,346.1081
101208,2023-10-10,348.3985
101208,2023-10-11,350.3593
101208,2023-11-01,333.9853
101208,2023-11-04,338.5358
101208,2023-11-05,340.2379
101208,2023-11-07,343.6819
101208,2023-11-08,346.1688
101208,2023-11-09,346.4895
101208,2023-11-10,348.453
101208,2023-11-12,352.4372
101208,2023-12-01,333.9581
101208,2023-12-04,338.6333
101208,2023-12-05,340.2194
101208,2023-12-06,342.0014
101208,2023-12-07,343.6761
101208,2023-12-09,346.4328
101208,2023-12-10,348.5056
101208,2023-12-12,352.5507
101208,2024-01-01,353.8719
101208,2024-01-02,355.4443
101208,2024-01-03,357.5643
101208,2024-01-04,359.3982
101208,2024-01-05,361.1047
101208,2024-01-07,364.5701
101208,2024-01-08,366.0489
101208,2024-01-10,368.9107
101208,2024-01-11,371.0081
101208,2024-02-01,354.0917
101208,2024-02-02,355.5026
101208,2024-02-04,359.5233
101208,2024-02-05,361.0138
101208,2024-02-07,364.6694
101208,2024-02-08,366.067
101208,2024-02-09,367.2544
101208,2024-02-10,369.1263
101208,2024-02-12,372.9514
101208,2024-03-01,354.1758
101208,2024-03-04,359.6172
101208,2024-03-05,361.0122
101208,2024-03-06,362.6061
101208,2024-03-07,364.6061
101208,2024-03-09,367.1166
101208,2024-03-10,369.2768
101208,2024-03-12,372.86
101208,2024-04-01,354.2061
101208,2024-04-03,357.6374
101208,2024-04-04,359.8064
101208,2024-04-06,362.7338
101208,2024-04-07,364.9215
101208,2024-04-09,367.3086
101208,2024-04-10,369.2346
101208,2024-04-11,371.1727
101208,2024-04-12,372.7631
101208,2024-05-01,354.272
101208,2024-05-02,355.4414
101208,2024-05-03,357.7215
101208,2024-05-04,359.7294
101208,2024-05-06,362.9529
101208,2024-05-07,364.8925
101208,2024-05-08,365.9128
101208,2024-05-09,367.4919
101208,2024-05-11,371.1857
101208,2024-05-12,372.8294
101208,2024-06-02,355.3203
101208,2024-06-03,357.8259
101208,2024-06-05,361.1852
101208,2024-06-06,363.1345
101208,2024-06-08,366.1189
101208,2024-06-09,367.6588
101208,2024-06-11,371.1385
101208,2024-06-12,372.9616
101208,2024-07-02,355.2448
101208,2024-07-03,358.0612
101208,2024-07-05,361.2294
101208,2024-07-06,363.0895
101208,2024-07-08,366.0324
101208,2024-07-10,369.5705
101208,2024-07-11,371.3727
101208,2024-08-01,354.305
101208,2024-08-02,355.3093
101208,2024-08-03,358.2745
101208,2024-08-04,359.7083
101208,2024-08-05,361.4071
101208,2024-08-07,364.8913
101208,2024-08-08,366.1782
101208,2024-08-10,369.6413
101208,2024-08-11,371.5905
101208,2024-09-01,354.4529
101208,2024-09-02,355.4716
101208,2024-09-04,359.8784
101208,2024-09-05,361.5408
101208,2024-09-07,365.047
101208,2024-09-08,366.1467
101208,2024-09-09,367.5884
101208,2024-09-10,369.5813
101208,2024-09-12,373.2752
101208,2024-10-01,354.6607
101208,2024-10-04,359.7782
101208,2024-10-05,361.6267
101208,2024-10-06,363.1615
101208,2024-10-07,365.0721
101208,2024-10-09,367.8951
101208,2024-10-10,369.5884
101208,2024-10-12,373.3662
101208,2024-11-01,354.8907
101208,2024-11-03,358.452
101208,2024-11-04,359.9631
101208,2024-11-06,363.192
101208,2024-11-07,365.2468
101208,2024-11-09,367.9025
101208,2024-11-10,369.5081
101208,2024-11-11,371.6163
101208,2024-11-12,373.2714
101208,2024-12-01,354.9362
101208,2024-12-02,355.6362
101208,2024-12-03,358.7737
101208,2024-12-04,360.107
101208,2024-12-06,363.4176
101208,2024-12-07,365.2592
101208,2024-12-08,366.415
101208,2024-12-09,368.0252
101208,2024-12-11,371.7041
101208,2024-12-12,373.3433
101208,2025-01-01,375.0846
101208,2025-01-04,379.1758
101208,2025-01-05,380.8265
101208,2025-01-07,384.631
101208,2025-01-08,386.9798
101208,2025-01-09,388.4381
101208,2025-01-10,391.2398
101208,2025-01-12,396.0398
101208,2025-02-01,375.0904
101208,2025-02-04,379.2445
101208,2025-02-05,380.811
101208,2025-02-06,382.5484
101208,2025-02-07,384.6509
101208,2025-02-09,388.6136
101208,2025-02-10,391.1338
101208,2025-02-12,396.0652
101208,2025-03-01,375.2986
101208,2025-03-02,376.3076
101208,2025-03-03,378.2379
101208,2025-03-04,379.4933
101208,2025-03-06,382.5089
101208,2025-03-07,384.6227
101208,2025-03-09,388.6557
101208,2025-03-10,391.0236
101208,2025-03-11,393.5955
101208,2025-03-12,396.256
101208,2025-04-02,376.3159
101208,2025-04-03,378.328
101208,2025-04-04,379.4296
101208,2025-04-06,382.6973
101208,2025-04-07,384.7545
101208,2025-04-08,386.9706
101208,2025-04-09,388.7046
101208,2025-04-11,393.7083
101208,2025-04-12,396.5198
101208,2025-05-02,376.4271
101208,2025-05-03,378.4424
101208,2025-05-05,381.086
101208,2025-05-06,382.7074
101208,2025-05-08,387.0638
101208,2025-05-09,389.033
101208,2025-05-11,393.929
101208,2025-05-12,396.6982
101208,2025-06-01,375.3929
101208,2025-06-02,376.5645
101208,2025-06-03,378.7164
101208,2025-06-05,381.2052
101208,2025-06-06,382.9205
101208,2025-06-08,387.158
101208,2025-06-10,391.1345
101208,2025-06-11,394.2199
101208,2025-07-01,375.4876
101208,2025-07-02,376.8812
101208,2025-07-03,378.6798
101208,2025-07-04,379.3335
101208,2025-07-05,381.3516
101208,2025-07-07,384.8152
101208,2025-07-08,387.3298
101208,2025-07-10,391.3432
101208,2025-07-11,394.3895
101208,2025-08-01,375.399
101208,2025-08-04,379.4456
101208,2025-08-05,381.3293
101208,2025-08-07,384.8635
101208,2025-08-08,387.3482
101208,2025-08-09,389.1451
101208,2025-08-10,391.6084
101208,2025-08-12,396.7247
101208,2025-09-01,375.4077
101208,2025-09-04,379.4843
101208,2025-09-05,381.5153
101208,2025-09-06,383.2494
101208,2025-09-07,384.7922
101208,2025-09-09,389.4617
101208,2025-09-10,391.5997
101208,2025-09-12,396.8941
101208,2025-10-01,375.3439
101208,2025-10-02,376.9865
101208,2025-10-03,378.6461
101208,2025-10-04,379.6252
101208,2025-10-06,383.3484
101208,2025-10-07,384.8553
101208,2025-10-09,389.3386
101208,2025-10-10,391.5145
101208,2025-10-11,394.4797
101208,2025-10-12,397.0483
101208,2025-11-02,377.0849
101208,2025-11-03,378.6437
101208,2025-11-04,379.8088
101208,2025-11-06,383.6058
101208,2025-11-07,385.0935
101208,2025-11-08,387.4568
101208,2025-11-09,389.3616
101208,2025-11-11,394.5719
101208,2025-11-12,397.1946
101208,2025-12-02,377.2331
101208,2025-12-03,378.7458
101208,2025-12-05,381.7056
101208,2025-12-06,383.7956
101208,2025-12-08,387.5675
101208,2025-12-09,389.5122
101208,2025-12-11,394.3062
101208,2025-12-12,397.285
101208,2026-01-01,399.0808
101208,2026-01-04,405.2183
101208,2026-01-05,407.8024
101208,2026-02-01,399.1038
101208,2026-02-02,401.1509
101208,2026-02-03,403.5664
101208,2026-02-04,405.3453
101208,2026-03-02,401.5705
101208,2026-03-03,403.6031
101208,2026-03-04,405.3467
101208,2026-04-02,401.5398
101208,2026-04-03,403.8454
101208,2026-04-05,407.7276
101208,2026-05-01,399.2604
101208,2026-05-02,401.4793
101208,2026-05-03,404.0512
101208,2026-05-05,407.8019
101208,2026-06-01,399.4268
101208,2026-06-02,401.5959
101208,2026-06-03,404.1029
101208,2026-06-04,405.5461
101208,2026-06-05,408.0957
101208,2026-07-01,399.6465
101208,2026-07-04,405.7653
101208,2026-07-05,408.4535
101208,2026-08-01,399.5525
101208,2026-08-04,405.9037
101208,2026-08-05,408.4445
101208,2026-09-01,399.4963
101208,2026-09-02,401.4366
101208,2026-09-03,404.1733
101208,2026-09-04,406.0614
101208,2026-10-02,401.6223
101208,2026-10-03,404.4021
101208,2026-10-04,405.9803
101208,2026-11-02,401.7402
101208,2026-11-03,404.2701
101208,2026-11-05,408.5567
101208,2026-12-01,399.5898
101208,2026-12-02,401.8903
101208,2026-12-03,404.3181
101208,2026-12-05,408.6821
102885,2022-01-02,92.9079
102885,2022-01-03,89.0402
102885,2022-01-04,85.6037
102885,2022-01-06,94.2402
102885,2022-01-07,90.5704
102885,2022-01-08,91.9965
102885,2022-01-09,94.5835
102885,2022-01-11,99.2265
102885,2022-01-12,103.2265
102885,2022-02-02,93.5572
102885,2022-02-03,88.2734
102885,2022-02-05,91.0662
102885,2022-02-06,94.2143
102885,2022-02-08,91.9456
102885,2022-02-09,95.315
102885,2022-02-11,100.0767
102885,2022-02-12,103.3842
102885,2022-03-01,89.8728
102885,2022-03-02,93.7848
102885,2022-03-03,86.4521
102885,2022-03-05,91.1916
102885,2022-03-06,93.8576
102885,2022-03-08,91.3214
102885,2022-03-10,92.5493
102885,2022-03-11,100.8138
102885,2022-04-01,90.8724
102885,2022-04-02,93.0585
102885,2022-04-03,85.5509
102885,2022-04-04,87.3477
102885,2022-04-05,91.7326
102885,2022-04-07,90.5283
102885,2022-04-08,91.4322
102885,2022-04-10,90.7575
102885,2022-04-11,101.7484
102885,2022-05-01,90.1565
102885,2022-05-04,87.8593
102885,2022-05-05,92.2768
102885,2022-05-07,90.2109
102885,2022-05-08,91.7502
102885,2022-05-09,94.8115
102885,2022-05-10,91.905
102885,2022-05-12,102.1809
102885,2022-06-01,91.5338
102885,2022-06-04,88.1683
102885,2022-06-05,93.0424
102885,2022-06-06,93.2254
102885,2022-06-07,90.5678
102885,2022-06-09,94.976
102885,2022-06-10,91.9834
102885,2022-06-12,101.0459
102885,2022-07-01,90.6762
102885,2022-07-02,92.3695
102885,2022-07-03,86.0019
102885,2022-07-04,87.3387
102885,2022-07-06,93.0795
102885,2022-07-07,90.6508
102885,2022-07-09,94.7018
102885,2022-07-10,93.4615
102885,2022-07-11,103.5937
102885,2022-07-12,100.2761
102885,2022-08-02,92.8857
102885,2022-08-03,85.6544
102885,2022-08-04,88.7609
102885,2022-08-06,93.1797
102885,2022-08-07,91.0306
102885,2022-08-08,92.3782
102885,2022-08-09,94.8984
102885,2022-08-11,105.0287
102885,2022-08-12,101.1941
102885,2022-09-02,92.5338
102885,2022-09-03,85.8179
102885,2022-09-05,92.5152
102885,2022-09-06,93.1011
102885,2022-09-08,93.0808
102885,2022-09-09,95.4824
102885,2022-09-11,105.485
102885,2022-09-12,101.6994
102885,2022-10-01,90.5672
102885,2022-10-02,92.1162
102885,2022-10-03,85.8718
102885,2022-10-05,92.1994
102885,2022-10-06,92.9469
102885,2022-10-08,93.9336
102885,2022-10-10,93.3631
102885,2022-10-11,105.1583
102885,2022-11-01,91.5873
102885,2022-11-02,92.0275
102885,2022-11-03,85.939
102885,2022-11-04,88.9635
102885,2022-11-05,91.6344
102885,2022-11-07,91.4081
102885,2022-11-08,92.6518
102885,2022-11-10,93.6277
102885,2022-11-11,105.5288
102885,2022-12-01,92.0156
102885,2022-12-04,88.7989
102885,2022-12-05,92.2592
102885,2022-12-07,91.3208
102885,2022-12-08,92.4686
102885,2022-12-09,96.2551
102885,2022-12-10,94.3622
102885,2022-12-12,102.0211
102885,2023-01-02,102.3285
102885,2023-01-03,101.4321
102885,2023-01-05,104.3908
102885,2023-01-06,110.0127
102885,2023-01-08,112.992
102885,2023-01-09,115.5344
102885,2023-01-11,122.6646
102885,2023-01-12,130.6206
102885,2023-02-01,100.597
102885,2023-02-02,101.1812
102885,2023-02-03,99.9202
102885,2023-02-05,104.0542
102885,2023-02-06,111.032
102885,2023-02-08,112.0694
102885,2023-02-10,118.635
102885,2023-02-11,122.9162
102885,2023-03-01,102.4516
102885,2023-03-02,101.1948
102885,2023-03-03,100.034
102885,2023-03-04,101.538
102885,2023-03-05,104.413
102885,2023-03-07,114.0401
102885,2023-03-08,111.7892
102885,2023-03-10,118.4813
102885,2023-03-11,123.3381
102885,2023-04-01,101.3647
102885,2023-04-04,102.0452
102885,2023-04-05,105.2132
102885,2023-04-07,113.8141
102885,2023-04-08,112.3699
102885,2023-04-09,115.1285
102885,2023-04-10,119.283
102885,2023-04-12,130.9477
102885,2023-05-01,102.1566
102885,2023-05-04,101.7434
102885,2023-05-05,105.339
102885,2023-05-06,111.593
102885,2023-05-07,113.6894
102885,2023-05-09,114.6924
102885,2023-05-10,119.1208
102885,2023-05-12,130.5237
102885,2023-06-01,101.9904
102885,2023-06-02,102.0559
102885,2023-06-03,100.5245
102885,2023-06-04,103.4207
102885,2023-06-06,111.2567
102885,2023-06-07,113.5541
102885,2023-06-09,114.6301
102885,2023-06-10,119.0213
102885,2023-06-11,123.4679
102885,2023-06-12,130.005
102885,2023-07-02,102.2843
102885,2023-07-03,101.5823
102885,2023-07-04,102.4251
102885,2023-07-06,110.7574
102885,2023-07-07,115.6943
102885,2023-07-08,113.7716
102885,2023-07-09,116.035
102885,2023-07-11,122.925
102885,2023-07-12,129.7145
102885,2023-08-02,102.4546
102885,2023-08-03,102.1412
102885,2023-08-05,105.8835
102885,2023-08-06,109.8112
102885,2023-08-08,113.6289
102885,2023-08-09,117.1753
102885,2023-08-11,124.0606
102885,2023-08-12,130.268
102885,2023-09-01,102.4305
102885,2023-09-02,102.464
102885,2023-09-03,103.852
102885,2023-09-05,105.7989
102885,2023-09-06,110.0421
102885,2023-09-08,113.0054
102885,2023-09-10,118.9106
102885,2023-09-11,123.5895
102885,2023-10-01,102.9106
102885,2023-10-02,101.3664
102885,2023-10-03,105.0702
102885,2023-10-04,103.7245
102885,2023-10-05,106.2049
102885,2023-10-07,116.3961
102885,2023-10-08,112.9649
102885,2023-10-10,120.4852
102885,2023-10-11,124.9302
102885,2023-11-01,103.0963
102885,2023-11-04,105.1228
102885,2023-11-05,106.5664
102885,2023-11-07,115.1219
102885,2023-11-08,113.8635
102885,2023-11-09,116.8573
102885,2023-11-10,120.0634
102885,2023-11-12,131.2304
102885,2023-12-01,102.1965
102885,2023-12-04,106.2828
102885,2023-12-05,106.1779
102885,2023-12-06,110.6622
102885,2023-12-07,114.951
102885,2023-12-09,118.0982
102885,2023-12-10,120.7134
102885,2023-12-12,129.7543
102885,2024-01-01,128.613
102885,2024-01-02,129.209
102885,2024-01-03,130.5039
102885,2024-01-04,128.3239
102885,2024-01-05,128.4568
102885,2024-01-07,129.1815
102885,2024-01-08,121.8821
102885,2024-01-10,128.0575
102885,2024-01-11,129.9166
102885,2024-02-01,128.8875
102885,2024-02-02,131.032
102885,2024-02-04,129.4584
102885,2024-02-05,129.5865
102885,2024-02-07,127.4038
102885,2024-02-08,121.6117
102885,2024-02-09,125.5445
102885,2024-02-10,129.9917
102885,2024-02-12,126.9594
102885,2024-03-01,131.3568
102885,2024-03-04,129.0394
102885,2024-03-05,129.7723
102885,2024-03-06,124.7393
102885,2024-03-07,126.8841
102885,2024-03-09,127.4795
102885,2024-03-10,131.5758
102885,2024-03-12,125.894
102885,2024-04-01,131.8705
102885,2024-04-03,132.7292
102885,2024-04-04,129.5695
102885,2024-04-06,124.6518
102885,2024-04-07,126.2629
102885,2024-04-09,129.0124
102885,2024-04-10,133.5932
102885,2024-04-11,130.3542
102885,2024-04-12,127.818
102885,2024-05-01,132.231
102885,2024-05-02,132.7791
102885,2024-05-03,131.3311
102885,2024-05-04,129.9904
102885,2024-05-06,125.3589
102885,2024-05-07,124.9799
102885,2024-05-08,120.7985
102885,2024-05-09,128.4138
102885,2024-05-11,129.7026
102885,2024-05-12,127.2106
102885,2024-06-02,133.5765
102885,2024-06-03,128.7858
102885,2024-06-05,130.093
102885,2024-06-06,125.9013
102885,2024-06-08,123.3393
102885,2024-06-09,127.31
102885,2024-06-11,130.1957
102885,2024-06-12,127.5269
102885,2024-07-02,132.4451
102885,2024-07-03,129.63
102885,2024-07-05,131.2648
102885,2024-07-06,126.0387
102885,2024-07-08,122.9393
102885,2024-07-10,135.2248
102885,2024-07-11,129.8162
102885,2024-08-01,131.579
102885,2024-08-02,132.4601
102885,2024-08-03,129.307
102885,2024-08-04,128.1176
102885,2024-08-05,132.9964
102885,2024-08-07,124.1913
102885,2024-08-08,124.0018
102885,2024-08-10,135.2698
102885,2024-08-11,132.6091
102885,2024-09-01,132.2867
102885,2024-09-02,130.9657
102885,2024-09-04,128.1148
102885,2024-09-05,132.9347
102885,2024-09-07,124.2567
102885,2024-09-08,123.3975
102885,2024-09-09,128.4789
102885,2024-09-10,135.2012
102885,2024-09-12,127.0983
102885,2024-10-01,132.5259
102885,2024-10-04,126.3646
102885,2024-10-05,131.5545
102885,2024-10-06,126.6167
102885,2024-10-07,125.7685
102885,2024-10-09,127.1114
102885,2024-10-10,135.532
102885,2024-10-12,127.7936
102885,2024-11-01,132.526
102885,2024-11-03,128.6911
102885,2024-11-04,126.794
